State,State_name,County,County_Name,Region_name,Region
28,MISSISSIPPI,59,Jackson,Region 4,4
28,MISSISSIPPI,61,Jasper,Region 4,4
28,MISSISSIPPI,63,Jefferson,Region 4,4
28,MISSISSIPPI,65,Jefferson Davis,Region 4,4
28,MISSISSIPPI,67,Jones,Region 4,4
28,MISSISSIPPI,69,Kemper,Region 4,4
28,MISSISSIPPI,71,Lafayette,Region 4,4
28,MISSISSIPPI,73,Lamar,Region 4,4
28,MISSISSIPPI,75,Lauderdale,Region 4,4
28,MISSISSIPPI,77,Lawrence,Region 4,4
28,MISSISSIPPI,79,Leake,Region 4,4
28,MISSISSIPPI,81,Lee,Region 4,4
28,MISSISSIPPI,83,Leflore,Region 4,4
28,MISSISSIPPI,85,Lincoln,Region 4,4
28,MISSISSIPPI,87,Lowndes,Region 4,4
28,MISSISSIPPI,89,Madison,Region 4,4
28,MISSISSIPPI,91,Marion,Region 4,4
28,MISSISSIPPI,93,Marshall,Region 4,4
28,MISSISSIPPI,95,Monroe,Region 4,4
28,MISSISSIPPI,97,Montgomery,Region 4,4
28,MISSISSIPPI,99,Neshoba,Region 4,4
28,MISSISSIPPI,101,Newton,Region 4,4
28,MISSISSIPPI,103,Noxubee,Region 4,4
28,MISSISSIPPI,105,Oktibbeha,Region 4,4
28,MISSISSIPPI,107,Panola,Region 4,4
28,MISSISSIPPI,109,Pearl River,Region 4,4
28,MISSISSIPPI,111,Perry,Region 4,4
28,MISSISSIPPI,113,Pike,Region 4,4
28,MISSISSIPPI,115,Pontotoc,Region 4,4
28,MISSISSIPPI,117,Prentiss,Region 4,4
28,MISSISSIPPI,119,Quitman,Region 4,4
28,MISSISSIPPI,121,Rankin,Region 4,4
28,MISSISSIPPI,123,Scott,Region 4,4
28,MISSISSIPPI,125,Sharkey,Region 4,4
28,MISSISSIPPI,127,Simpson,Region 4,4
28,MISSISSIPPI,129,Smith,Region 4,4
28,MISSISSIPPI,131,Stone,Region 4,4
28,MISSISSIPPI,133,Sunflower,Region 4,4
28,MISSISSIPPI,135,Tallahatchie,Region 4,4
28,MISSISSIPPI,137,Tate,Region 4,4
28,MISSISSIPPI,139,Tippah,Region 4,4
28,MISSISSIPPI,141,Tishomingo,Region 4,4
28,MISSISSIPPI,143,Tunica,Region 4,4
28,MISSISSIPPI,145,Union,Region 4,4
28,MISSISSIPPI,147,Walthall,Region 4,4
28,MISSISSIPPI,149,Warren,Region 4,4
28,MISSISSIPPI,151,Washington,Region 4,4
28,MISSISSIPPI,153,Wayne,Region 4,4
28,MISSISSIPPI,155,Webster,Region 4,4
28,MISSISSIPPI,157,Wilkinson,Region 4,4
28,MISSISSIPPI,159,Winston,Region 4,4
28,MISSISSIPPI,161,Yalobusha,Region 4,4
28,MISSISSIPPI,163,Yazoo,Region 4,4
29,MISSOURI,1,Adair,Region 7,7
29,MISSOURI,3,Andrew,Region 7,7
29,MISSOURI,5,Atchison,Region 7,7
29,MISSOURI,7,Audrain,Region 7,7
29,MISSOURI,9,Barry,Region 7,7
29,MISSOURI,11,Barton,Region 7,7
29,MISSOURI,13,Bates,Region 7,7
29,MISSOURI,15,Benton,Region 7,7
29,MISSOURI,17,Bollinger,Region 7,7
29,MISSOURI,19,Boone,Region 7,7
29,MISSOURI,21,Buchanan,Region 7,7
29,MISSOURI,23,Butler,Region 7,7
29,MISSOURI,25,Caldwell,Region 7,7
29,MISSOURI,27,Callaway,Region 7,7
29,MISSOURI,29,Camden,Region 7,7
29,MISSOURI,31,Cape Girardeau,Region 7,7
29,MISSOURI,33,Carroll,Region 7,7
29,MISSOURI,35,Carter,Region 7,7
29,MISSOURI,37,Cass,Region 7,7
29,MISSOURI,39,Cedar,Region 7,7
29,MISSOURI,41,Chariton,Region 7,7
29,MISSOURI,43,Christian,Region 7,7
29,MISSOURI,45,Clark,Region 7,7
29,MISSOURI,47,Clay,Region 7,7
29,MISSOURI,49,Clinton,Region 7,7
29,MISSOURI,51,Cole,Region 7,7
29,MISSOURI,53,Cooper,Region 7,7
29,MISSOURI,55,Crawford,Region 7,7
29,MISSOURI,57,Dade,Region 7,7
29,MISSOURI,59,Dallas,Region 7,7
29,MISSOURI,61,Daviess,Region 7,7
29,MISSOURI,63,DeKalb,Region 7,7
29,MISSOURI,65,Dent,Region 7,7
29,MISSOURI,67,Douglas,Region 7,7
29,MISSOURI,69,Dunklin,Region 7,7
29,MISSOURI,71,Franklin,Region 7,7
29,MISSOURI,73,Gasconade,Region 7,7
29,MISSOURI,75,Gentry,Region 7,7
29,MISSOURI,77,Greene,Region 7,7
29,MISSOURI,79,Grundy,Region 7,7
29,MISSOURI,81,Harrison,Region 7,7
29,MISSOURI,83,Henry,Region 7,7
29,MISSOURI,85,Hickory,Region 7,7
29,MISSOURI,87,Holt,Region 7,7
29,MISSOURI,89,Howard,Region 7,7
29,MISSOURI,91,Howell,Region 7,7
29,MISSOURI,93,Iron,Region 7,7
29,MISSOURI,95,Jackson,Region 7,7
29,MISSOURI,97,Jasper,Region 7,7
29,MISSOURI,99,Jefferson,Region 7,7
29,MISSOURI,101,Johnson,Region 7,7
29,MISSOURI,103,Knox,Region 7,7
29,MISSOURI,105,Laclede,Region 7,7
29,MISSOURI,107,Lafayette,Region 7,7
29,MISSOURI,109,Lawrence,Region 7,7
29,MISSOURI,111,Lewis,Region 7,7
29,MISSOURI,113,Lincoln,Region 7,7
29,MISSOURI,115,Linn,Region 7,7
29,MISSOURI,117,Livingston,Region 7,7
29,MISSOURI,119,McDonald,Region 7,7
29,MISSOURI,121,Macon,Region 7,7
29,MISSOURI,123,Madison,Region 7,7
29,MISSOURI,125,Maries,Region 7,7
29,MISSOURI,127,Marion,Region 7,7
29,MISSOURI,129,Mercer,Region 7,7
29,MISSOURI,131,Miller,Region 7,7
29,MISSOURI,133,Mississippi,Region 7,7
29,MISSOURI,135,Moniteau,Region 7,7
29,MISSOURI,137,Monroe,Region 7,7
29,MISSOURI,139,Montgomery,Region 7,7
29,MISSOURI,141,Morgan,Region 7,7
29,MISSOURI,143,New Madrid,Region 7,7
29,MISSOURI,145,Newton,Region 7,7
29,MISSOURI,147,Nodaway,Region 7,7
29,MISSOURI,149,Oregon,Region 7,7
29,MISSOURI,151,Osage,Region 7,7
29,MISSOURI,153,Ozark,Region 7,7
29,MISSOURI,155,Pemiscot,Region 7,7
29,MISSOURI,157,Perry,Region 7,7
29,MISSOURI,159,Pettis,Region 7,7
29,MISSOURI,161,Phelps,Region 7,7
29,MISSOURI,163,Pike,Region 7,7
29,MISSOURI,165,Platte,Region 7,7
29,MISSOURI,167,Polk,Region 7,7
29,MISSOURI,169,Pulaski,Region 7,7
29,MISSOURI,171,Putnam,Region 7,7
29,MISSOURI,173,Ralls,Region 7,7
29,MISSOURI,175,Randolph,Region 7,7
29,MISSOURI,177,Ray,Region 7,7
29,MISSOURI,179,Reynolds,Region 7,7
29,MISSOURI,181,Ripley,Region 7,7
29,MISSOURI,183,St. Charles,Region 7,7
29,MISSOURI,185,St. Clair,Region 7,7
29,MISSOURI,186,Ste. Genevieve,Region 7,7
29,MISSOURI,187,St. Francois,Region 7,7
29,MISSOURI,189,St. Louis,Region 7,7
29,MISSOURI,195,Saline,Region 7,7
29,MISSOURI,197,Schuyler,Region 7,7
29,MISSOURI,199,Scotland,Region 7,7
29,MISSOURI,201,Scott,Region 7,7
29,MISSOURI,203,Shannon,Region 7,7
29,MISSOURI,205,Shelby,Region 7,7
29,MISSOURI,207,Stoddard,Region 7,7
29,MISSOURI,209,Stone,Region 7,7
29,MISSOURI,211,Sullivan,Region 7,7
29,MISSOURI,213,Taney,Region 7,7
29,MISSOURI,215,Texas,Region 7,7
29,MISSOURI,217,Vernon,Region 7,7
29,MISSOURI,219,Warren,Region 7,7
29,MISSOURI,221,Washington,Region 7,7
29,MISSOURI,223,Wayne,Region 7,7
29,MISSOURI,225,Webster,Region 7,7
29,MISSOURI,227,Worth,Region 7,7
29,MISSOURI,229,Wright,Region 7,7
29,MISSOURI,510,St. Louis,Region 7,7
30,MONTANA,1,Beaverhead,Region 8,8
30,MONTANA,3,Big Horn,Region 8,8
30,MONTANA,5,Blaine,Region 8,8
30,MONTANA,7,Broadwater,Region 8,8
30,MONTANA,9,Carbon,Region 8,8
30,MONTANA,11,Carter,Region 8,8
30,MONTANA,13,Cascade,Region 8,8
30,MONTANA,15,Chouteau,Region 8,8
30,MONTANA,17,Custer,Region 8,8
30,MONTANA,19,Daniels,Region 8,8
30,MONTANA,21,Dawson,Region 8,8
30,MONTANA,23,Deer Lodge,Region 8,8
30,MONTANA,25,Fallon,Region 8,8
30,MONTANA,27,Fergus,Region 8,8
30,MONTANA,29,Flathead,Region 8,8
30,MONTANA,31,Gallatin,Region 8,8
30,MONTANA,33,Garfield,Region 8,8
30,MONTANA,35,Glacier,Region 8,8
30,MONTANA,37,Golden Valley,Region 8,8
30,MONTANA,39,Granite,Region 8,8
30,MONTANA,41,Hill,Region 8,8
30,MONTANA,43,Jefferson,Region 8,8
30,MONTANA,45,Judith Basin,Region 8,8
30,MONTANA,47,Lake,Region 8,8
30,MONTANA,49,Lewis and Clark,Region 8,8
30,MONTANA,51,Liberty,Region 8,8
30,MONTANA,53,Lincoln,Region 8,8
30,MONTANA,55,McCone,Region 8,8
30,MONTANA,57,Madison,Region 8,8
30,MONTANA,59,Meagher,Region 8,8
30,MONTANA,61,Mineral,Region 8,8
30,MONTANA,63,Missoula,Region 8,8
30,MONTANA,65,Musselshell,Region 8,8
30,MONTANA,67,Park,Region 8,8
30,MONTANA,69,Petroleum,Region 8,8
30,MONTANA,71,Phillips,Region 8,8
30,MONTANA,73,Pondera,Region 8,8
30,MONTANA,75,Powder River,Region 8,8
30,MONTANA,77,Powell,Region 8,8
30,MONTANA,79,Prairie,Region 8,8
30,MONTANA,81,Ravalli,Region 8,8
30,MONTANA,83,Richland,Region 8,8
30,MONTANA,85,Roosevelt,Region 8,8
30,MONTANA,87,Rosebud,Region 8,8
30,MONTANA,89,Sanders,Region 8,8
30,MONTANA,91,Sheridan,Region 8,8
30,MONTANA,93,Silver Bow,Region 8,8
30,MONTANA,95,Stillwater,Region 8,8
30,MONTANA,97,Sweet Grass,Region 8,8
30,MONTANA,99,Teton,Region 8,8
30,MONTANA,101,Toole,Region 8,8
30,MONTANA,103,Treasure,Region 8,8
30,MONTANA,105,Valley,Region 8,8
30,MONTANA,107,Wheatland,Region 8,8
30,MONTANA,109,Wibaux,Region 8,8
30,MONTANA,111,Yellowstone,Region 8,8
31,NEBRASKA,1,Adams,Region 7,7
31,NEBRASKA,3,Antelope,Region 7,7
31,NEBRASKA,5,Arthur,Region 7,7
31,NEBRASKA,7,Banner,Region 7,7
31,NEBRASKA,9,Blaine,Region 7,7
31,NEBRASKA,11,Boone,Region 7,7
31,NEBRASKA,13,Box Butte,Region 7,7
31,NEBRASKA,15,Boyd,Region 7,7
31,NEBRASKA,17,Brown,Region 7,7
31,NEBRASKA,19,Buffalo,Region 7,7
31,NEBRASKA,21,Burt,Region 7,7
31,NEBRASKA,23,Butler,Region 7,7
31,NEBRASKA,25,Cass,Region 7,7
31,NEBRASKA,27,Cedar,Region 7,7
31,NEBRASKA,29,Chase,Region 7,7
31,NEBRASKA,31,Cherry,Region 7,7
31,NEBRASKA,33,Cheyenne,Region 7,7
31,NEBRASKA,35,Clay,Region 7,7
31,NEBRASKA,37,Colfax,Region 7,7
31,NEBRASKA,39,Cuming,Region 7,7
31,NEBRASKA,41,Custer,Region 7,7
31,NEBRASKA,43,Dakota,Region 7,7
31,NEBRASKA,45,Dawes,Region 7,7
31,NEBRASKA,47,Dawson,Region 7,7
31,NEBRASKA,49,Deuel,Region 7,7
31,NEBRASKA,51,Dixon,Region 7,7
31,NEBRASKA,53,Dodge,Region 7,7
31,NEBRASKA,55,Douglas,Region 7,7
31,NEBRASKA,57,Dundy,Region 7,7
31,NEBRASKA,59,Fillmore,Region 7,7
31,NEBRASKA,61,Franklin,Region 7,7
31,NEBRASKA,63,Frontier,Region 7,7
31,NEBRASKA,65,Furnas,Region 7,7
31,NEBRASKA,67,Gage,Region 7,7
31,NEBRASKA,69,Garden,Region 7,7
31,NEBRASKA,71,Garfield,Region 7,7
31,NEBRASKA,73,Gosper,Region 7,7
31,NEBRASKA,75,Grant,Region 7,7
31,NEBRASKA,77,Greeley,Region 7,7
31,NEBRASKA,79,Hall,Region 7,7
31,NEBRASKA,81,Hamilton,Region 7,7
31,NEBRASKA,83,Harlan,Region 7,7
31,NEBRASKA,85,Hayes,Region 7,7
31,NEBRASKA,87,Hitchcock,Region 7,7
31,NEBRASKA,89,Holt,Region 7,7
31,NEBRASKA,91,Hooker,Region 7,7
31,NEBRASKA,93,Howard,Region 7,7
31,NEBRASKA,95,Jefferson,Region 7,7
31,NEBRASKA,97,Johnson,Region 7,7
31,NEBRASKA,99,Kearney,Region 7,7
31,NEBRASKA,101,Keith,Region 7,7
31,NEBRASKA,103,Keya Paha,Region 7,7
31,NEBRASKA,105,Kimball,Region 7,7
31,NEBRASKA,107,Knox,Region 7,7
31,NEBRASKA,109,Lancaster,Region 7,7
31,NEBRASKA,111,Lincoln,Region 7,7
31,NEBRASKA,113,Logan,Region 7,7
31,NEBRASKA,115,Loup,Region 7,7
31,NEBRASKA,117,McPherson,Region 7,7
31,NEBRASKA,119,Madison,Region 7,7
31,NEBRASKA,121,Merrick,Region 7,7
31,NEBRASKA,123,Morrill,Region 7,7
31,NEBRASKA,125,Nance,Region 7,7
31,NEBRASKA,127,Nemaha,Region 7,7
31,NEBRASKA,129,Nuckolls,Region 7,7
31,NEBRASKA,131,Otoe,Region 7,7
31,NEBRASKA,133,Pawnee,Region 7,7
31,NEBRASKA,135,Perkins,Region 7,7
31,NEBRASKA,137,Phelps,Region 7,7
31,NEBRASKA,139,Pierce,Region 7,7
31,NEBRASKA,141,Platte,Region 7,7
31,NEBRASKA,143,Polk,Region 7,7
31,NEBRASKA,145,Red Willow,Region 7,7
31,NEBRASKA,147,Richardson,Region 7,7
31,NEBRASKA,149,Rock,Region 7,7
31,NEBRASKA,151,Saline,Region 7,7
31,NEBRASKA,153,Sarpy,Region 7,7
31,NEBRASKA,155,Saunders,Region 7,7
31,NEBRASKA,157,Scotts Bluff,Region 7,7
31,NEBRASKA,159,Seward,Region 7,7
31,NEBRASKA,161,Sheridan,Region 7,7
31,NEBRASKA,163,Sherman,Region 7,7
31,NEBRASKA,165,Sioux,Region 7,7
31,NEBRASKA,167,Stanton,Region 7,7
31,NEBRASKA,169,Thayer,Region 7,7
31,NEBRASKA,171,Thomas,Region 7,7
31,NEBRASKA,173,Thurston,Region 7,7
31,NEBRASKA,175,Valley,Region 7,7
31,NEBRASKA,177,Washington,Region 7,7
31,NEBRASKA,179,Wayne,Region 7,7
31,NEBRASKA,181,Webster,Region 7,7
31,NEBRASKA,183,Wheeler,Region 7,7
31,NEBRASKA,185,York,Region 7,7
32,NEVADA,1,Churchill,Region 9,9
32,NEVADA,3,Clark,Region 9,9
32,NEVADA,5,Douglas,Region 9,9
32,NEVADA,7,Elko,Region 9,9
32,NEVADA,9,Esmeralda,Region 9,9
32,NEVADA,11,Eureka,Region 9,9
32,NEVADA,13,Humboldt,Region 9,9
32,NEVADA,15,Lander,Region 9,9
32,NEVADA,17,Lincoln,Region 9,9
32,NEVADA,19,Lyon,Region 9,9
32,NEVADA,21,Mineral,Region 9,9
32,NEVADA,23,Nye,Region 9,9
32,NEVADA,27,Pershing,Region 9,9
32,NEVADA,29,Storey,Region 9,9
32,NEVADA,31,Washoe,Region 9,9
32,NEVADA,33,White Pine,Region 9,9
32,NEVADA,510,Carson City,Region 9,9
33,NEW HAMPSHIRE,1,Belknap,Region 1,1
33,NEW HAMPSHIRE,3,Carroll,Region 1,1
33,NEW HAMPSHIRE,5,Cheshire,Region 1,1
33,NEW HAMPSHIRE,7,Coos,Region 1,1
33,NEW HAMPSHIRE,9,Grafton,Region 1,1
33,NEW HAMPSHIRE,11,Hillsborough,Region 1,1
33,NEW HAMPSHIRE,13,Merrimack,Region 1,1
33,NEW HAMPSHIRE,15,Rockingham,Region 1,1
33,NEW HAMPSHIRE,17,Strafford,Region 1,1
33,NEW HAMPSHIRE,19,Sullivan,Region 1,1
34,NEW JERSEY,1,Atlantic,Region 2,2
34,NEW JERSEY,3,Bergen,Region 2,2
34,NEW JERSEY,5,Burlington,Region 2,2
34,NEW JERSEY,7,Camden,Region 2,2
34,NEW JERSEY,9,Cape May,Region 2,2
34,NEW JERSEY,11,Cumberland,Region 2,2
34,NEW JERSEY,13,Essex,Region 2,2
34,NEW JERSEY,15,Gloucester,Region 2,2
34,NEW JERSEY,17,Hudson,Region 2,2
34,NEW JERSEY,19,Hunterdon,Region 2,2
34,NEW JERSEY,21,Mercer,Region 2,2
34,NEW JERSEY,23,Middlesex,Region 2,2
34,NEW JERSEY,25,Monmouth,Region 2,2
34,NEW JERSEY,27,Morris,Region 2,2
34,NEW JERSEY,29,Ocean,Region 2,2
34,NEW JERSEY,31,Passaic,Region 2,2
34,NEW JERSEY,33,Salem,Region 2,2
34,NEW JERSEY,35,Somerset,Region 2,2
34,NEW JERSEY,37,Sussex,Region 2,2
34,NEW JERSEY,39,Union,Region 2,2
34,NEW JERSEY,41,Warren,Region 2,2
35,NEW MEXICO,1,Bernalillo,Region 6,6
35,NEW MEXICO,3,Catron,Region 6,6
35,NEW MEXICO,5,Chaves,Region 6,6
35,NEW MEXICO,6,Cibola,Region 6,6
35,NEW MEXICO,7,Colfax,Region 6,6
35,NEW MEXICO,9,Curry,Region 6,6
35,NEW MEXICO,11,De Baca,Region 6,6
35,NEW MEXICO,13,Doña Ana,Region 6,6
35,NEW MEXICO,15,Eddy,Region 6,6
35,NEW MEXICO,17,Grant,Region 6,6
35,NEW MEXICO,19,Guadalupe,Region 6,6
35,NEW MEXICO,21,Harding,Region 6,6
35,NEW MEXICO,23,Hidalgo,Region 6,6
35,NEW MEXICO,25,Lea,Region 6,6
35,NEW MEXICO,27,Lincoln,Region 6,6
35,NEW MEXICO,28,Los Alamos,Region 6,6
35,NEW MEXICO,29,Luna,Region 6,6
35,NEW MEXICO,31,McKinley,Region 6,6
35,NEW MEXICO,33,Mora,Region 6,6
35,NEW MEXICO,35,Otero,Region 6,6
35,NEW MEXICO,37,Quay,Region 6,6
35,NEW MEXICO,39,Rio Arriba,Region 6,6
35,NEW MEXICO,41,Roosevelt,Region 6,6
35,NEW MEXICO,43,Sandoval,Region 6,6
35,NEW MEXICO,45,San Juan,Region 6,6
35,NEW MEXICO,47,San Miguel,Region 6,6
35,NEW MEXICO,49,Santa Fe,Region 6,6
35,NEW MEXICO,51,Sierra,Region 6,6
35,NEW MEXICO,53,Socorro,Region 6,6
35,NEW MEXICO,55,Taos,Region 6,6
35,NEW MEXICO,57,Torrance,Region 6,6
35,NEW MEXICO,59,Union,Region 6,6
35,NEW MEXICO,61,Valencia,Region 6,6
36,NEW YORK,1,Albany,Region 2,2
36,NEW YORK,3,Allegany,Region 2,2
36,NEW YORK,5,Bronx,Region 2,2
36,NEW YORK,7,Broome,Region 2,2
36,NEW YORK,9,Cattaraugus,Region 2,2
36,NEW YORK,11,Cayuga,Region 2,2
36,NEW YORK,13,Chautauqua,Region 2,2
36,NEW YORK,15,Chemung,Region 2,2
36,NEW YORK,17,Chenango,Region 2,2
36,NEW YORK,19,Clinton,Region 2,2
36,NEW YORK,21,Columbia,Region 2,2
36,NEW YORK,23,Cortland,Region 2,2
36,NEW YORK,25,Delaware,Region 2,2
36,NEW YORK,27,Dutchess,Region 2,2
36,NEW YORK,29,Erie,Region 2,2
36,NEW YORK,31,Essex,Region 2,2
36,NEW YORK,33,Franklin,Region 2,2
36,NEW YORK,35,Fulton,Region 2,2
36,NEW YORK,37,Genesee,Region 2,2
36,NEW YORK,39,Greene,Region 2,2
36,NEW YORK,41,Hamilton,Region 2,2
36,NEW YORK,43,Herkimer,Region 2,2
36,NEW YORK,45,Jefferson,Region 2,2
36,NEW YORK,47,Kings,Region 2,2
36,NEW YORK,49,Lewis,Region 2,2
36,NEW YORK,51,Livingston,Region 2,2
36,NEW YORK,53,Madison,Region 2,2
36,NEW YORK,55,Monroe,Region 2,2
36,NEW YORK,57,Montgomery,Region 2,2
36,NEW YORK,59,Nassau,Region 2,2
36,NEW YORK,61,New York,Region 2,2
36,NEW YORK,63,Niagara,Region 2,2
36,NEW YORK,65,Oneida,Region 2,2
36,NEW YORK,67,Onondaga,Region 2,2
36,NEW YORK,69,Ontario,Region 2,2
36,NEW YORK,71,Orange,Region 2,2
36,NEW YORK,73,Orleans,Region 2,2
36,NEW YORK,75,Oswego,Region 2,2
36,NEW YORK,77,Otsego,Region 2,2
36,NEW YORK,79,Putnam,Region 2,2
36,NEW YORK,81,Queens,Region 2,2
36,NEW YORK,83,Rensselaer,Region 2,2
36,NEW YORK,85,Richmond,Region 2,2
36,NEW YORK,87,Rockland,Region 2,2
36,NEW YORK,89,St. Lawrence,Region 2,2
36,NEW YORK,91,Saratoga,Region 2,2
36,NEW YORK,93,Schenectady,Region 2,2
36,NEW YORK,95,Schoharie,Region 2,2
36,NEW YORK,97,Schuyler,Region 2,2
36,NEW YORK,99,Seneca,Region 2,2
36,NEW YORK,101,Steuben,Region 2,2
36,NEW YORK,103,Suffolk,Region 2,2
36,NEW YORK,105,Sullivan,Region 2,2
36,NEW YORK,107,Tioga,Region 2,2
36,NEW YORK,109,Tompkins,Region 2,2
36,NEW YORK,111,Ulster,Region 2,2
36,NEW YORK,113,Warren,Region 2,2
36,NEW YORK,115,Washington,Region 2,2
36,NEW YORK,117,Wayne,Region 2,2
36,NEW YORK,119,Westchester,Region 2,2
36,NEW YORK,121,Wyoming,Region 2,2
36,NEW YORK,123,Yates,Region 2,2
37,NORTH CAROLINA,1,Alamance,Region 4,4
37,NORTH CAROLINA,3,Alexander,Region 4,4
37,NORTH CAROLINA,5,Alleghany,Region 4,4
37,NORTH CAROLINA,7,Anson,Region 4,4
37,NORTH CAROLINA,9,Ashe,Region 4,4
37,NORTH CAROLINA,11,Avery,Region 4,4
37,NORTH CAROLINA,13,Beaufort,Region 4,4
37,NORTH CAROLINA,15,Bertie,Region 4,4
37,NORTH CAROLINA,17,Bladen,Region 4,4
37,NORTH CAROLINA,19,Brunswick,Region 4,4
37,NORTH CAROLINA,21,Buncombe,Region 4,4
37,NORTH CAROLINA,23,Burke,Region 4,4
37,NORTH CAROLINA,25,Cabarrus,Region 4,4
37,NORTH CAROLINA,27,Caldwell,Region 4,4
37,NORTH CAROLINA,29,Camden,Region 4,4
37,NORTH CAROLINA,31,Carteret,Region 4,4
37,NORTH CAROLINA,33,Caswell,Region 4,4
37,NORTH CAROLINA,35,Catawba,Region 4,4
37,NORTH CAROLINA,37,Chatham,Region 4,4
37,NORTH CAROLINA,39,Cherokee,Region 4,4
37,NORTH CAROLINA,41,Chowan,Region 4,4
37,NORTH CAROLINA,43,Clay,Region 4,4
37,NORTH CAROLINA,45,Cleveland,Region 4,4
37,NORTH CAROLINA,47,Columbus,Region 4,4
37,NORTH CAROLINA,49,Craven,Region 4,4
37,NORTH CAROLINA,51,Cumberland,Region 4,4
37,NORTH CAROLINA,53,Currituck,Region 4,4
37,NORTH CAROLINA,55,Dare,Region 4,4
37,NORTH CAROLINA,57,Davidson,Region 4,4
37,NORTH CAROLINA,59,Davie,Region 4,4
37,NORTH CAROLINA,61,Duplin,Region 4,4
37,NORTH CAROLINA,63,Durham,Region 4,4
37,NORTH CAROLINA,65,Edgecombe,Region 4,4
37,NORTH CAROLINA,67,Forsyth,Region 4,4
37,NORTH CAROLINA,69,Franklin,Region 4,4
37,NORTH CAROLINA,71,Gaston,Region 4,4
37,NORTH CAROLINA,73,Gates,Region 4,4
37,NORTH CAROLINA,75,Graham,Region 4,4
37,NORTH CAROLINA,77,Granville,Region 4,4
37,NORTH CAROLINA,79,Greene,Region 4,4
37,NORTH CAROLINA,81,Guilford,Region 4,4
37,NORTH CAROLINA,83,Halifax,Region 4,4
37,NORTH CAROLINA,85,Harnett,Region 4,4
37,NORTH CAROLINA,87,Haywood,Region 4,4
37,NORTH CAROLINA,89,Henderson,Region 4,4
37,NORTH CAROLINA,91,Hertford,Region 4,4
37,NORTH CAROLINA,93,Hoke,Region 4,4
37,NORTH CAROLINA,95,Hyde,Region 4,4
37,NORTH CAROLINA,97,Iredell,Region 4,4
37,NORTH CAROLINA,99,Jackson,Region 4,4
37,NORTH CAROLINA,101,Johnston,Region 4,4
37,NORTH CAROLINA,103,Jones,Region 4,4
37,NORTH CAROLINA,105,Lee,Region 4,4
37,NORTH CAROLINA,107,Lenoir,Region 4,4
37,NORTH CAROLINA,109,Lincoln,Region 4,4
37,NORTH CAROLINA,111,McDowell,Region 4,4
37,NORTH CAROLINA,113,Macon,Region 4,4
37,NORTH CAROLINA,115,Madison,Region 4,4
37,NORTH CAROLINA,117,Martin,Region 4,4
37,NORTH CAROLINA,119,Mecklenburg,Region 4,4
37,NORTH CAROLINA,121,Mitchell,Region 4,4
37,NORTH CAROLINA,123,Montgomery,Region 4,4
37,NORTH CAROLINA,125,Moore,Region 4,4
37,NORTH CAROLINA,127,Nash,Region 4,4
37,NORTH CAROLINA,129,New Hanover,Region 4,4
37,NORTH CAROLINA,131,Northampton,Region 4,4
37,NORTH CAROLINA,133,Onslow,Region 4,4
37,NORTH CAROLINA,135,Orange,Region 4,4
37,NORTH CAROLINA,137,Pamlico,Region 4,4
37,NORTH CAROLINA,139,Pasquotank,Region 4,4
37,NORTH CAROLINA,141,Pender,Region 4,4
37,NORTH CAROLINA,143,Perquimans,Region 4,4
37,NORTH CAROLINA,145,Person,Region 4,4
37,NORTH CAROLINA,147,Pitt,Region 4,4
37,NORTH CAROLINA,149,Polk,Region 4,4
37,NORTH CAROLINA,151,Randolph,Region 4,4
37,NORTH CAROLINA,153,Richmond,Region 4,4
37,NORTH CAROLINA,155,Robeson,Region 4,4
37,NORTH CAROLINA,157,Rockingham,Region 4,4
37,NORTH CAROLINA,159,Rowan,Region 4,4
37,NORTH CAROLINA,161,Rutherford,Region 4,4
37,NORTH CAROLINA,163,Sampson,Region 4,4
37,NORTH CAROLINA,165,Scotland,Region 4,4
37,NORTH CAROLINA,167,Stanly,Region 4,4
37,NORTH CAROLINA,169,Stokes,Region 4,4
37,NORTH CAROLINA,171,Surry,Region 4,4
37,NORTH CAROLINA,173,Swain,Region 4,4
37,NORTH CAROLINA,175,Transylvania,Region 4,4
37,NORTH CAROLINA,177,Tyrrell,Region 4,4
37,NORTH CAROLINA,179,Union,Region 4,4
37,NORTH CAROLINA,181,Vance,Region 4,4
37,NORTH CAROLINA,183,Wake,Region 4,4
37,NORTH CAROLINA,185,Warren,Region 4,4
37,NORTH CAROLINA,187,Washington,Region 4,4
37,NORTH CAROLINA,189,Watauga,Region 4,4
37,NORTH CAROLINA,191,Wayne,Region 4,4
37,NORTH CAROLINA,193,Wilkes,Region 4,4
37,NORTH CAROLINA,195,Wilson,Region 4,4
37,NORTH CAROLINA,197,Yadkin,Region 4,4
37,NORTH CAROLINA,199,Yancey,Region 4,4
38,NORTH DAKOTA,1,Adams,Region 8,8
38,NORTH DAKOTA,3,Barnes,Region 8,8
38,NORTH DAKOTA,5,Benson,Region 8,8
38,NORTH DAKOTA,7,Billings,Region 8,8
38,NORTH DAKOTA,9,Bottineau,Region 8,8
38,NORTH DAKOTA,11,Bowman,Region 8,8
38,NORTH DAKOTA,13,Burke,Region 8,8
38,NORTH DAKOTA,15,Burleigh,Region 8,8
38,NORTH DAKOTA,17,Cass,Region 8,8
38,NORTH DAKOTA,19,Cavalier,Region 8,8
38,NORTH DAKOTA,21,Dickey,Region 8,8
